codigo,descricao,codigo_classe
03554,BIJUTERIA                                                                                           ,8445
03555,BILHETADORA                                                                                         ,5805
03556,BINADEIRA ( INDUSTRIA TEXTIL )                                                                      ,3625
03557,BINÓCULO                                                                                            ,6650
03557,BINÓCULO                                                                                            ,6650
03558,BINOCULO DE ALTO MAR                                                                                ,6650
03559,OXICLORETO DE FÓSFORO                                                                               ,6810
03560,BIOCERAMICA - GRANULADA / BLOCO / ESFERA                                                            ,6515
03561,BIODEGRADADOR                                                                                       ,6850
03562,BIODIGESTOR USO EM FAZENDAS                                                                         ,3655
03563,BIODIGESTOR USO INDUSTRIAL                                                                          ,3694
03564,BIOMBO DE FORMICA                                                                                   ,7105
03565,BIOMBO PROTEçãO PLUMBÍFERA VIA RAIO X                                                               ,6525
03566,EVAPORADOR ROTATIVO À VÁCUO                                                                         ,6640
03566,EVAPORADOR ROTATIVO À VÁCUO                                                                         ,6640
03567,BIPERIDENO                                                                                          ,6505
03568,BIQUEIRA DE CALCADO                                                                                 ,8335
03569,BIRUTA                                                                                              ,6350
03569,BIRUTA                                                                                              ,6350
03570,BISACODIL                                                                                           ,6505
03571,BISSULFATO DE POTÁSSIO                                                                              ,6810
03572,BISNAGA                                                                                             ,8110
03572,BISNAGA                                                                                             ,8110
03573,BISSULFATO DE SÓDIO                                                                                 ,6810
03574,BISSULFITO DE SÓDIO                                                                                 ,6810
03575,BISTURI                                                                                             ,6515
03576,BISTURI - ALCA                                                                                      ,6515
03577,BISTURI - REMOVEDOR LAMINA                                                                          ,6515
03578,BISTURI - USO ODONTOLOGICO                                                                          ,6520
03579,PLACA ELETROCIRÚRGICA                                                                               ,6515
03580,BISTURI ELETRÔNICO                                                                                  ,6515
03581,BISTURI ELETRONICO - USO ODONTOLOGICO                                                               ,6520
03582,BISTURI LANCETA - USO ODONTOLOGICO                                                                  ,6520
